,revenue,fuel_surcharge,accessorial_charges,driver_id,actual_distance_miles,actual_duration_hours,idle_time_hours,total_revenue,dispatch_date_year
72733,1654.51,153.34,0,DRV00074,751,12.9,10.6,1501.17,2024
72734,3334.25,216.92,150,DRV00119,1268,25.2,6.9,2967.33,2024
72735,678.23,86.46,150,DRV00056,258,4.7,7.2,441.77000000000004,2024
72736,1246.55,137.31,150,DRV00006,627,12.2,2.6,959.24,2024
72737,2070.6,114.3,0,DRV00051,780,15.0,10.7,1956.3,2024
72738,1468.94,137.31,0,DRV00029,587,11.4,7.4,1331.63,2024
72739,1355.69,153.34,150,DRV00113,721,12.8,4.5,1052.3500000000001,2024
72740,2624.81,419.43,0,DRV00015,1257,24.5,3.9,2205.38,2024
72741,2391.69,249.44,100,DRV00036,1578,26.2,5.7,2042.25,2024
72742,3603.97,537.81,200,DRV00142,2541,48.8,3.4,2866.16,2024
72743,1471.71,149.26,0,DRV00102,878,15.3,9.5,1322.45,2024
72744,1647.25,209.79,0,DRV00147,803,14.5,6.7,1437.46,2024
72745,2766.83,216.92,0,DRV00134,1287,20.6,4.7,2549.91,2024
72746,1025.42,131.28,0,DRV00130,583,9.6,4.3,894.1400000000001,2024
72747,713.05,86.46,0,DRV00101,264,4.9,4.0,626.5899999999999,2024
72748,1136.3,128.63,0,DRV00085,670,11.7,7.1,1007.67,2024
72749,2026.41,209.79,0,DRV00138,807,15.9,2.8,1816.6200000000001,2024
72750,3917.63,738.48,200,DRV00128,2186,38.6,5.0,2979.15,2024
72751,720.51,86.46,75,DRV00123,280,4.8,8.6,559.05,2024
72752,4270.95,451.8,100,DRV00010,2391,46.4,8.0,3719.1499999999996,2024
72753,4871.79,580.87,200,DRV00053,2004,30.9,2.9,4090.92,2024
72754,1953.88,209.79,75,DRV00147,788,13.5,11.8,1669.0900000000001,2024
72755,6650.34,499.18,0,DRV00132,2332,45.2,4.2,6151.16,2024
72756,1554.33,137.31,0,DRV00028,640,11.6,7.3,1417.02,2024
72757,1340.08,153.34,75,DRV00148,746,13.3,6.4,1111.74,2024
72758,6511.61,891.82,0,DRV00138,2604,51.9,4.5,5619.79,2024
72759,4453.26,309.24,75,DRV00020,1708,29.3,4.2,4069.0200000000004,2024
72760,1463.96,149.26,100,DRV00035,925,15.7,6.8,1214.7,2024
72761,3052.98,314.64,0,DRV00142,1356,24.4,12.0,2738.34,2024
72762,1822.77,384.2,200,DRV00118,1163,21.0,9.0,1238.57,2024
72764,3352.23,357.25,0,DRV00077,1540,26.2,3.0,2994.98,2024
72765,924.17,76.16,50,DRV00057,484,9.6,9.9,798.01,2024
72766,1339.58,187.6,200,DRV00122,706,12.8,4.8,951.9799999999999,2024
72768,6869.9,792.88,200,DRV00089,2480,47.7,9.1,5877.0199999999995,2024
72769,6572.5,814.37,50,DRV00050,2580,50.3,9.3,5708.13,2024
72770,4342.26,792.88,0,DRV00045,2506,41.6,8.9,3549.38,2024
72771,1330.13,273.36,0,DRV00149,833,15.8,7.2,1056.77,2024
72772,3542.32,564.72,200,DRV00095,2141,38.3,5.2,2777.6000000000004,2024
72773,5428.97,472.14,200,DRV00126,2697,52.1,2.0,4756.83,2024
72774,1077.77,141.33,150,DRV00005,664,12.6,10.4,786.4399999999999,2024
72775,6028.73,453.91,50,DRV00139,2531,46.4,7.7,5524.82,2024
72776,1441.71,185.6,100,DRV00005,635,11.2,6.5,1156.1100000000001,2024
72777,5659.09,472.14,100,DRV00092,2731,45.7,8.0,5086.95,2024
72778,1237.96,128.63,150,DRV00051,670,11.3,2.8,959.33,2024
72779,1532.8,137.31,0,DRV00084,609,9.7,11.8,1395.49,2024
72780,3167.9,314.64,0,DRV00122,1331,24.2,4.0,2853.26,2024
72781,6440.23,472.14,150,DRV00062,2680,42.6,8.2,5818.089999999999,2024
72782,286.21,13.8,100,DRV00097,97,1.8,6.0,172.40999999999997,2024
72783,3125.76,357.25,200,DRV00104,1424,22.8,2.8,2568.51,2024
72784,1337.12,273.36,100,DRV00149,859,13.8,5.1,963.7599999999999,2024
72785,2972.03,555.52,75,DRV00095,2057,33.6,9.1,2341.51,2024
72786,948.07,76.16,75,DRV00129,481,9.1,5.6,796.9100000000001,2024
72787,5804.16,590.24,0,DRV00050,2248,38.0,7.1,5213.92,2024
72788,1543.27,170.88,0,DRV00142,726,13.9,6.2,1372.3899999999999,2024
72790,1476.02,185.6,0,DRV00075,680,13.2,11.9,1290.42,2024
72791,3043.12,216.92,200,DRV00081,1331,24.5,11.7,2626.2,2024
72792,2213.84,276.3,75,DRV00128,972,16.4,11.3,1862.5400000000002,2024
72793,1791.93,149.26,50,DRV00001,890,14.9,8.8,1592.67,2024
72794,1184.78,98.61,100,DRV00075,527,8.7,11.8,986.17,2024
72795,1255.42,141.33,0,DRV00113,709,12.2,7.0,1114.0900000000001,2024
72796,1138.04,161.53,200,DRV00101,584,11.3,2.8,776.51,2024
72797,4513.43,792.88,0,DRV00017,2317,41.7,4.7,3720.55,2024
72798,5208.75,565.38,50,DRV00010,3141,48.4,6.3,4593.37,2024
72799,4063.49,314.64,150,DRV00081,1336,22.3,9.2,3598.85,2024
72800,1526.43,153.34,0,DRV00036,702,12.8,8.4,1373.0900000000001,2024
72801,5176.1,565.38,75,DRV00039,3203,52.1,7.6,4535.72,2024
72802,970.05,131.28,200,DRV00050,586,9.1,10.4,638.77,2024
72803,935.73,76.16,0,DRV00011,501,8.4,6.4,859.57,2024
72804,3081.77,255.36,0,DRV00029,1278,24.2,12.0,2826.41,2024
72805,3333.81,460.0,200,DRV00010,1803,30.5,10.9,2673.81,2024
72806,1598.62,153.34,0,DRV00019,747,13.3,8.2,1445.28,2024
72807,3677.82,555.52,50,DRV00114,2040,32.8,6.6,3072.3,2024
72808,2525.91,276.3,0,DRV00054,921,16.5,2.8,2249.6099999999997,2024
72809,1932.78,149.26,0,DRV00053,898,14.2,4.6,1783.52,2024
72810,1627.82,189.0,100,DRV00011,689,12.2,11.6,1338.82,2024
72811,4009.67,357.25,0,DRV00036,1419,25.5,6.8,3652.42,2024
72812,1429.21,185.6,0,DRV00051,654,12.2,8.4,1243.6100000000001,2024
72813,4895.88,792.88,0,DRV00015,2334,40.1,2.1,4103.0,2024
72814,1846.69,149.26,100,DRV00107,937,18.5,8.7,1597.43,2024
72815,2573.32,406.72,150,DRV00055,1321,24.2,2.2,2016.6000000000001,2024
72816,1301.38,153.34,75,DRV00112,703,11.1,5.3,1073.0400000000002,2024
72817,4503.35,309.24,0,DRV00108,1702,28.4,4.2,4194.110000000001,2024
72818,2049.81,209.79,200,DRV00033,766,14.8,11.1,1640.02,2024
72819,2494.22,276.3,50,DRV00056,987,15.6,2.7,2167.9199999999996,2024
72820,2018.06,276.3,0,DRV00024,908,14.2,2.9,1741.76,2024
72821,2707.81,295.83,50,DRV00084,1644,27.3,6.8,2361.98,2024
72822,1459.25,187.6,0,DRV00069,687,12.1,6.7,1271.65,2024
72823,1629.78,153.34,50,DRV00038,748,12.7,4.7,1426.44,2024
72824,237.93,13.8,150,DRV00144,95,1.9,4.8,74.13000000000001,2024
72825,1276.34,170.88,200,DRV00134,760,14.4,8.7,905.4599999999999,2024
72826,1395.79,273.36,0,DRV00070,843,14.9,3.4,1122.4299999999998,2024
72827,7144.98,472.14,0,DRV00138,2722,48.7,6.1,6672.839999999999,2024
72828,1520.75,187.6,75,DRV00060,669,10.7,7.9,1258.15,2024
72829,5574.83,472.14,200,DRV00028,2758,48.0,11.7,4902.69,2024
72830,5383.92,708.51,0,DRV00064,2272,37.2,6.2,4675.41,2024
72831,4530.88,504.32,0,DRV00005,1619,26.2,11.1,4026.56,2024
72832,1927.03,276.3,0,DRV00054,959,16.3,12.0,1650.73,2024
72833,1426.23,187.6,0,DRV00063,723,11.4,7.9,1238.63,2024
72834,2333.57,419.43,150,DRV00081,1363,25.5,9.5,1764.14,2024
72835,1315.86,153.34,75,DRV00078,736,11.7,3.1,1087.52,2024
72836,1184.08,273.36,150,DRV00001,810,12.5,4.1,760.7199999999999,2024
72837,134.91,15.64,0,DRV00005,96,1.8,10.3,119.27,2024
72838,6846.16,814.37,100,DRV00109,2740,44.0,5.8,5931.79,2024
72839,2588.2,249.44,100,DRV00112,1601,28.0,3.6,2238.7599999999998,2024
72840,4906.95,451.8,0,DRV00124,2310,43.7,7.4,4455.15,2024
72841,1324.43,137.31,100,DRV00054,617,10.7,4.5,1087.1200000000001,2024
72842,1354.06,98.61,75,DRV00030,538,9.1,5.3,1180.45,2024
72843,5954.32,565.38,75,DRV00117,3103,49.6,7.0,5313.94,2024
72844,355.93,40.08,0,DRV00084,169,3.1,10.9,315.85,2024
72845,1710.54,149.26,100,DRV00075,873,14.7,2.8,1461.28,2024
72846,771.59,86.46,50,DRV00130,258,4.7,2.2,635.13,2024
72847,164.08,15.64,75,DRV00066,93,1.5,4.7,73.44000000000001,2024
72848,3855.81,454.74,0,DRV00054,1784,27.5,11.6,3401.0699999999997,2024
72849,5351.89,792.88,200,DRV00113,2411,42.5,6.9,4359.01,2024
72850,6294.56,792.88,150,DRV00015,2513,48.5,2.3,5351.68,2024
72851,1967.47,384.2,200,DRV00023,1145,22.1,7.5,1383.27,2024
72852,2504.78,376.0,0,DRV00132,1238,22.1,9.4,2128.78,2024
72853,965.06,131.28,50,DRV00129,580,10.1,5.3,783.78,2024
72854,4537.55,792.88,100,DRV00003,2490,43.4,4.3,3644.67,2024
72855,2627.22,376.0,0,DRV00107,1230,21.0,11.7,2251.22,2024
72856,3639.34,314.64,200,DRV00146,1337,21.0,11.4,3124.7000000000003,2024
72857,5158.15,451.8,150,DRV00126,2399,42.4,11.8,4556.349999999999,2024
72858,3222.28,555.52,100,DRV00129,2135,35.6,5.7,2566.76,2024
72859,1051.78,76.16,0,DRV00026,483,9.0,10.3,975.62,2024
72860,2619.79,216.92,50,DRV00107,1285,23.5,4.4,2352.87,2024
72861,1607.78,149.26,200,DRV00061,904,16.6,11.1,1258.52,2024
72862,1496.01,149.26,200,DRV00089,891,15.0,10.9,1146.75,2024
72863,4894.35,590.24,200,DRV00018,2140,33.1,5.1,4104.110000000001,2024
72864,3062.23,555.52,50,DRV00045,2064,39.7,4.0,2456.71,2024
72865,1907.47,149.26,75,DRV00001,883,17.0,6.2,1683.21,2024
72866,1806.27,114.3,200,DRV00018,756,14.0,6.2,1491.97,2024
72867,1964.4,149.26,0,DRV00139,923,16.3,2.9,1815.14,2024
72868,4536.7,524.7,75,DRV00017,1789,33.3,6.0,3937.0,2024
72869,6997.2,472.14,150,DRV00047,2654,42.9,10.3,6375.0599999999995,2024
72870,6830.29,453.91,200,DRV00057,2504,45.4,3.7,6176.38,2024
72871,4124.74,537.81,150,DRV00121,2538,45.5,11.6,3436.93,2024
72872,2851.45,216.92,100,DRV00058,1304,21.6,10.3,2534.5299999999997,2024
72873,4810.0,565.38,0,DRV00127,3180,61.5,2.4,4244.62,2024
72874,851.48,76.16,75,DRV00058,512,9.8,6.3,700.32,2024
72875,3795.12,314.64,75,DRV00051,1383,23.0,8.3,3405.48,2024
72876,1529.52,189.0,0,DRV00150,714,11.4,2.4,1340.52,2024
72877,1278.92,98.61,75,DRV00075,527,8.8,6.5,1105.3100000000002,2024
72878,4663.55,580.87,200,DRV00108,1999,38.1,7.3,3882.6800000000003,2024
72879,3723.02,454.74,0,DRV00028,1825,30.3,10.7,3268.2799999999997,2024
72880,422.38,40.08,0,DRV00105,165,2.8,7.3,382.3,2024
72881,2420.43,344.52,100,DRV00010,1048,19.3,3.7,1975.9099999999999,2024
72882,2759.63,249.44,100,DRV00079,1556,25.2,9.0,2410.19,2024
72883,1644.57,144.0,75,DRV00028,762,13.4,3.7,1425.57,2024
72884,1217.36,161.53,0,DRV00056,561,9.2,3.3,1055.83,2024
72885,6252.83,792.88,0,DRV00063,2357,39.0,6.6,5459.95,2024
72886,251.56,13.8,0,DRV00047,93,1.8,8.1,237.76,2024
72887,862.01,131.28,0,DRV00108,557,10.1,6.7,730.73,2024
72888,1902.66,344.52,50,DRV00127,1039,19.9,2.8,1508.14,2024
72889,1085.74,161.53,50,DRV00032,549,9.8,6.0,874.21,2024
72890,4800.54,590.24,200,DRV00111,2152,34.6,3.6,4010.3,2024
72891,6798.8,453.91,50,DRV00105,2516,49.7,3.9,6294.89,2024
72892,4710.91,565.38,75,DRV00023,3223,54.3,4.0,4070.5299999999997,2024
72893,5758.83,453.91,0,DRV00132,2372,37.8,7.6,5304.92,2024
72894,1049.1,76.16,0,DRV00043,502,9.3,8.8,972.9399999999999,2024
72895,5821.52,499.18,200,DRV00088,2229,38.3,7.2,5122.34,2024
72896,3390.37,216.92,50,DRV00111,1336,21.3,9.3,3123.45,2024
72897,136.81,15.64,200,DRV00006,95,1.6,2.4,-78.83,2024
72898,2083.7,344.12,0,DRV00099,1311,22.4,11.5,1739.58,2024
72899,3489.66,357.25,100,DRV00098,1422,25.2,8.8,3032.41,2024
72900,2005.19,344.52,0,DRV00053,1055,18.4,9.8,1660.67,2024
72901,1310.75,185.6,200,DRV00128,661,12.5,4.1,925.15,2024
72902,4444.19,454.74,0,DRV00014,1781,30.3,9.4,3989.45,2024
72903,3746.72,314.64,200,DRV00087,1374,26.2,7.1,3232.08,2024
72904,7098.38,891.82,0,DRV00066,2615,46.9,8.8,6206.56,2024
72905,3186.33,314.64,50,DRV00098,1305,22.3,6.7,2821.69,2024
72906,1045.2,76.16,0,DRV00104,489,7.8,7.3,969.0400000000001,2024
72907,5866.04,891.82,0,DRV00036,2816,45.8,5.3,4974.22,2024
72908,1233.26,137.31,75,DRV00065,589,9.1,11.4,1020.95,2024
72909,1564.05,149.26,100,DRV00139,871,14.0,10.5,1314.79,2024
72910,2370.83,419.43,50,DRV00110,1282,21.6,7.5,1901.3999999999999,2024
72911,4297.47,504.32,100,DRV00128,1555,26.9,11.2,3693.15,2024
72912,1286.39,153.34,0,DRV00009,724,13.6,4.9,1133.0500000000002,2024
72913,6086.76,891.82,0,DRV00028,2661,46.9,11.4,5194.9400000000005,2024
72914,1028.57,76.16,75,DRV00111,510,8.1,11.5,877.41,2024
72915,3439.8,314.64,0,DRV00112,1359,24.1,7.8,3125.1600000000003,2024
72916,3283.31,460.0,75,DRV00053,1813,31.3,8.0,2748.31,2024
72917,1467.48,137.31,100,DRV00066,593,11.0,11.0,1230.17,2024
72918,2777.2,406.72,75,DRV00061,1308,24.7,10.4,2295.4799999999996,2024
72919,6797.49,463.93,150,DRV00143,2733,46.0,6.0,6183.5599999999995,2024
72920,4081.78,451.8,0,DRV00010,2401,41.3,6.1,3629.98,2024
72921,2572.01,419.43,0,DRV00002,1328,20.9,10.9,2152.5800000000004,2024
72922,2962.69,228.76,150,DRV00017,1285,23.3,9.7,2583.9300000000003,2024
72923,7482.58,463.93,100,DRV00100,2712,51.5,11.7,6918.65,2024
72924,1445.96,189.0,50,DRV00016,680,10.8,2.7,1206.96,2024
72926,1050.17,141.33,50,DRV00145,666,11.4,9.5,858.84,2024
72927,1352.28,187.6,100,DRV00111,661,11.8,5.9,1064.68,2024
72928,2121.79,114.3,0,DRV00025,798,13.8,3.6,2007.49,2024
72929,6467.81,792.88,150,DRV00147,2310,40.5,3.2,5524.93,2024
72930,2452.47,228.76,0,DRV00132,1204,20.9,6.5,2223.71,2024
72931,4787.41,309.24,100,DRV00101,1744,29.2,3.5,4378.17,2024
72932,986.57,131.28,150,DRV00074,566,10.8,6.4,705.2900000000001,2024
72933,2908.08,406.72,0,DRV00110,1352,24.1,5.8,2501.3599999999997,2024
72934,4108.78,383.23,200,DRV00037,2036,33.2,6.8,3525.5499999999997,2024
72935,3395.95,255.36,200,DRV00018,1303,22.6,2.5,2940.5899999999997,2024
72936,132.72,15.64,200,DRV00022,94,1.7,2.1,-82.92,2024
72937,3348.93,216.92,0,DRV00059,1358,22.3,4.4,3132.0099999999998,2024
72938,3548.85,738.48,0,DRV00088,2312,37.9,8.9,2810.37,2024
72939,1471.81,189.0,50,DRV00114,727,11.7,3.7,1232.81,2024
72940,5072.98,580.87,200,DRV00079,1976,36.1,3.7,4292.11,2024
72941,1887.18,209.79,0,DRV00006,771,15.3,8.0,1677.39,2024
72942,7669.58,463.93,0,DRV00133,2720,49.3,2.4,7205.65,2024
72943,2007.19,344.12,50,DRV00134,1240,21.8,3.8,1613.0700000000002,2024
72944,285.66,13.8,150,DRV00055,96,1.7,6.5,121.86000000000003,2024
72946,1002.21,98.61,50,DRV00053,518,8.4,4.2,853.6,2024
72947,1277.83,189.0,200,DRV00138,668,10.4,11.1,888.8299999999999,2024
72948,4567.19,309.24,100,DRV00001,1710,28.4,10.0,4157.95,2024
72949,2408.7,276.3,75,DRV00035,977,18.2,10.4,2057.3999999999996,2024
72950,1899.72,114.3,0,DRV00035,772,12.8,6.0,1785.42,2024
72951,3729.54,504.32,0,DRV00094,1630,27.1,9.8,3225.22,2024
72952,2604.99,406.72,0,DRV00025,1347,26.4,10.5,2198.2699999999995,2024
72953,1153.19,98.61,150,DRV00124,558,10.6,6.8,904.58,2024
72954,3451.73,738.48,0,DRV00032,2243,44.1,7.3,2713.25,2024
72955,862.6,131.28,100,DRV00117,541,8.3,8.8,631.32,2024
72956,2387.54,344.52,0,DRV00142,1031,17.3,3.1,2043.02,2024
72957,2201.37,228.76,0,DRV00056,1205,20.5,9.7,1972.61,2024
72958,4480.26,792.88,100,DRV00009,2496,43.2,6.3,3587.38,2024
72959,444.0,40.08,0,DRV00038,178,3.1,8.1,403.92,2024
72960,1373.16,185.6,0,DRV00034,676,10.9,11.3,1187.5600000000002,2024
72961,846.41,76.16,0,DRV00064,475,9.2,8.3,770.25,2024
72962,1330.11,98.61,75,DRV00095,537,8.4,5.0,1156.5,2024
72963,2195.67,344.52,50,DRV00010,1031,18.9,10.5,1801.15,2024
72964,7056.61,792.88,75,DRV00005,2359,42.8,3.0,6188.73,2024
72965,242.56,13.8,200,DRV00134,94,1.5,4.3,28.76,2024
72966,6600.89,814.37,0,DRV00061,2577,43.8,3.9,5786.52,2024
72967,1054.68,161.53,100,DRV00015,556,9.2,8.4,793.1500000000001,2024
72968,4128.39,454.74,0,DRV00081,1862,34.6,4.1,3673.6500000000005,2024
72969,2521.45,376.0,0,DRV00119,1251,24.0,7.0,2145.45,2024
72970,1482.86,153.34,0,DRV00071,723,11.2,9.2,1329.52,2024
72971,1769.93,344.12,0,DRV00011,1270,20.8,3.6,1425.81,2024
72972,3265.53,295.83,0,DRV00091,1567,25.1,9.4,2969.7000000000003,2024
72973,2008.24,344.52,50,DRV00099,1083,18.9,7.0,1613.72,2024
72974,3206.31,295.83,0,DRV00087,1550,24.7,3.7,2910.48,2024
72975,2048.91,209.79,0,DRV00038,780,12.8,10.6,1839.12,2024
72976,6157.59,463.93,100,DRV00141,2837,46.1,5.7,5593.66,2024
72977,2195.67,419.43,0,DRV00098,1310,22.7,7.5,1776.24,2024
72978,4021.03,504.32,75,DRV00126,1642,28.4,8.6,3441.71,2024
72979,3602.63,255.36,0,DRV00142,1229,20.8,5.5,3347.27,2024
72980,1500.84,187.6,0,DRV00059,693,12.7,10.3,1313.24,2024
72981,3419.77,460.0,0,DRV00088,1928,32.5,7.1,2959.77,2024
72982,1546.53,153.34,100,DRV00059,718,11.4,10.6,1293.19,2024
72983,2708.59,249.44,50,DRV00020,1597,31.4,4.2,2409.15,2024
72984,2767.11,228.76,0,DRV00054,1199,23.8,3.0,2538.3500000000004,2024
72985,250.14,13.8,75,DRV00036,98,1.6,7.0,161.33999999999997,2024
72986,940.07,131.28,150,DRV00139,588,9.5,9.1,658.7900000000001,2024
72987,1347.09,170.88,75,DRV00080,736,13.9,4.6,1101.21,2024
72988,2771.32,228.76,0,DRV00118,1187,23.7,9.6,2542.5600000000004,2024
72989,1442.35,137.31,75,DRV00147,624,10.5,2.3,1230.04,2024
72990,1893.08,149.26,200,DRV00026,906,16.9,9.2,1543.82,2024
72991,3892.95,537.81,50,DRV00088,2743,54.7,8.8,3305.14,2024
72992,1810.47,384.2,0,DRV00070,1213,20.6,3.2,1426.27,2024
72993,6766.04,453.91,100,DRV00055,2417,40.2,9.0,6212.13,2024
72994,2452.38,249.44,150,DRV00103,1675,26.4,5.1,2052.94,2024
72995,1756.71,149.26,0,DRV00062,889,14.2,8.8,1607.45,2024
72996,3455.81,738.48,150,DRV00053,2285,43.5,2.1,2567.33,2024
72997,3635.34,383.23,150,DRV00099,2070,32.8,7.7,3102.11,2024
72998,6148.73,814.37,150,DRV00070,2581,41.7,10.6,5184.36,2024
72999,4019.18,309.24,0,DRV00100,1750,30.8,7.8,3709.9399999999996,2024
73000,3475.43,537.81,150,DRV00109,2618,41.5,2.3,2787.62,2024
73001,2471.23,419.43,0,DRV00030,1341,21.1,3.7,2051.8,2024
73002,1394.27,153.34,0,DRV00016,686,12.7,3.3,1240.93,2024
73003,761.36,86.46,150,DRV00126,260,4.0,4.5,524.9,2024
73004,5647.11,565.38,200,DRV00055,3163,56.8,6.6,4881.73,2024
73005,432.27,40.08,0,DRV00064,169,3.2,2.5,392.19,2024
73006,1490.03,273.36,200,DRV00150,829,14.3,5.4,1016.67,2024
73007,150.86,15.64,0,DRV00088,95,1.6,5.5,135.22000000000003,2024
73008,3391.66,383.23,0,DRV00051,1990,33.6,10.4,3008.43,2024
73009,1222.53,161.53,75,DRV00065,586,10.0,3.5,986.0,2024
73010,3591.2,504.32,0,DRV00079,1682,32.0,2.6,3086.8799999999997,2024
73011,2562.54,276.3,100,DRV00013,931,17.3,4.7,2186.24,2024
73012,1319.99,273.36,150,DRV00149,845,15.3,9.7,896.63,2024
73013,2544.49,228.76,0,DRV00034,1230,23.1,11.9,2315.7299999999996,2024
73015,1340.28,185.6,0,DRV00039,670,12.1,10.1,1154.68,2024
73016,3354.91,406.72,75,DRV00097,1267,19.6,8.5,2873.1899999999996,2024
73017,2779.83,419.43,0,DRV00104,1335,24.3,4.9,2360.4,2024
73018,1083.93,161.53,200,DRV00026,592,9.6,6.0,722.4000000000001,2024
73019,2708.66,419.43,0,DRV00064,1371,23.4,9.1,2289.23,2024
73020,4548.61,309.24,75,DRV00083,1843,30.7,8.1,4164.37,2024
73021,5000.97,451.8,100,DRV00110,2371,47.1,5.8,4449.17,2024
73022,6658.7,453.91,100,DRV00087,2576,44.0,6.1,6104.79,2024
73023,3028.14,295.83,0,DRV00010,1661,27.2,6.6,2732.31,2024
73024,3074.16,406.72,0,DRV00118,1350,23.4,7.8,2667.4399999999996,2024
73025,1297.72,128.63,0,DRV00023,726,14.1,8.7,1169.0900000000001,2024
73026,2558.97,276.3,0,DRV00134,928,16.0,7.0,2282.6699999999996,2024
73027,1201.2,185.6,0,DRV00012,680,12.2,4.2,1015.6,2024
73028,669.63,86.46,100,DRV00024,265,4.5,9.2,483.17,2024
73029,3632.09,504.32,50,DRV00013,1588,27.4,2.6,3077.77,2024
73030,888.82,131.28,200,DRV00094,550,9.2,7.1,557.5400000000001,2024
73031,1570.93,149.26,0,DRV00098,910,15.4,10.3,1421.67,2024
73032,4833.67,580.87,75,DRV00024,1982,34.6,8.9,4177.8,2024
73033,876.3,131.28,50,DRV00030,586,9.4,2.8,695.02,2024
73034,1355.42,273.36,0,DRV00138,813,16.0,7.8,1082.06,2024
73035,2069.94,276.3,100,DRV00088,987,18.0,3.6,1693.64,2024
73036,5925.63,472.14,100,DRV00084,2806,50.3,7.5,5353.49,2024
73037,4364.4,537.81,50,DRV00077,2633,49.9,8.9,3776.5899999999997,2024
73038,7071.88,453.91,200,DRV00043,2410,37.8,8.9,6417.97,2024
73039,4707.37,524.7,200,DRV00120,1759,29.6,10.8,3982.67,2024
73040,3507.25,738.48,200,DRV00051,2292,40.9,2.7,2568.77,2024
73041,1367.74,273.36,75,DRV00100,816,14.8,10.0,1019.38,2024
73042,1750.53,149.26,0,DRV00092,902,14.7,3.4,1601.27,2024
73043,3589.13,564.72,200,DRV00121,2230,38.3,7.2,2824.41,2024
73044,2997.84,376.0,200,DRV00079,1229,20.0,7.9,2421.84,2024
73045,1305.33,98.61,75,DRV00047,547,9.7,7.1,1131.72,2024
73046,1894.86,344.12,200,DRV00071,1233,22.9,11.8,1350.7399999999998,2024
73047,1492.38,185.6,100,DRV00064,645,11.2,7.1,1206.7800000000002,2024
73048,2055.72,384.2,50,DRV00009,1183,21.1,4.5,1621.5199999999998,2024
73049,3760.1,524.7,75,DRV00057,1838,35.4,9.0,3160.3999999999996,2024
73050,4330.77,309.24,200,DRV00101,1734,34.3,6.0,3821.5300000000007,2024
73051,1783.06,114.3,75,DRV00111,758,12.0,2.7,1593.76,2024
73052,1298.94,189.0,0,DRV00026,697,11.8,4.0,1109.94,2024
73053,1987.26,209.79,0,DRV00133,837,16.4,9.2,1777.47,2024
73054,1059.46,161.53,75,DRV00056,574,10.6,4.9,822.9300000000001,2024
73055,752.14,86.46,200,DRV00066,267,4.5,4.2,465.68,2024
73056,3432.85,504.32,0,DRV00119,1641,27.1,10.5,2928.5299999999997,2024
73057,3027.41,216.92,50,DRV00079,1296,20.0,11.9,2760.49,2024
73058,2217.6,228.76,0,DRV00149,1248,23.0,2.1,1988.84,2024
73059,3574.76,555.52,100,DRV00017,2017,32.6,5.1,2919.2400000000002,2024
73060,4076.79,454.74,0,DRV00082,1881,30.9,4.1,3622.05,2024
73061,7422.33,891.82,0,DRV00039,2671,50.9,5.7,6530.51,2024
73062,4577.01,565.38,50,DRV00087,3121,49.3,3.5,3961.63,2024
73063,6193.45,792.88,150,DRV00081,2292,36.4,11.0,5250.57,2024
73064,1357.63,137.31,200,DRV00009,640,11.3,12.0,1020.3200000000002,2024
73065,4102.87,383.23,0,DRV00089,2119,33.9,8.8,3719.64,2024
73066,3157.07,376.0,150,DRV00133,1196,23.8,10.9,2631.07,2024
73067,2896.11,419.43,0,DRV00043,1332,20.6,3.3,2476.6800000000003,2024
73068,6341.79,472.14,0,DRV00058,2714,53.1,10.7,5869.65,2024
73069,3732.66,255.36,50,DRV00127,1299,22.4,4.6,3427.2999999999997,2024
73070,4102.75,504.32,100,DRV00024,1587,25.5,9.0,3498.43,2024
73071,6952.28,891.82,75,DRV00138,2657,49.2,10.8,5985.46,2024
73072,3663.48,454.74,150,DRV00036,1718,26.6,7.4,3058.74,2024
73073,1293.75,98.61,150,DRV00114,525,8.1,2.7,1045.14,2024
73074,6012.59,891.82,100,DRV00025,2677,49.5,9.0,5020.77,2024
73075,4171.63,309.24,100,DRV00066,1829,28.4,11.3,3762.3900000000003,2024
73076,2945.0,406.72,200,DRV00128,1305,20.9,4.6,2338.2799999999997,2024
73077,2240.54,344.12,100,DRV00024,1295,23.3,11.6,1796.42,2024
73078,393.42,40.08,75,DRV00053,168,2.9,7.2,278.34000000000003,2024
73079,3082.7,216.92,75,DRV00036,1364,23.5,8.1,2790.7799999999997,2024
73080,4965.73,580.87,150,DRV00084,1967,33.2,9.7,4234.86,2024
73081,4140.92,537.81,200,DRV00121,2523,44.3,10.0,3403.11,2024
73082,2188.33,114.3,0,DRV00047,795,12.6,5.7,2074.0299999999997,2024
73083,3627.69,357.25,75,DRV00033,1535,29.9,3.0,3195.44,2024
73084,1474.77,187.6,50,DRV00060,662,13.0,6.5,1237.17,2024
73085,1733.54,144.0,150,DRV00095,736,14.6,3.5,1439.54,2024
73086,4322.49,524.7,100,DRV00014,1798,34.3,5.9,3697.79,2024
73087,8111.28,814.37,0,DRV00078,2688,47.9,5.4,7296.91,2024
73088,5454.41,792.88,75,DRV00065,2474,42.3,3.5,4586.53,2024
73089,2260.82,419.43,200,DRV00134,1276,23.4,10.2,1641.39,2024
73090,1074.55,128.63,150,DRV00017,687,13.7,8.1,795.92,2024
73091,357.14,40.08,150,DRV00001,168,2.6,3.0,167.06,2024
