,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,booking_type,driver_id,truck_id,trailer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,total_revenue
53840,CUST00085,RTE00005,2023-11-23,Refrigerated,13787,6,3620.38,454.74,0,Dedicated,DRV00098,TRK00039,TRL00147,2023-11-23,1860,35.9,259.1,7.18,5.7,3165.6400000000003
53841,CUST00134,RTE00013,2023-11-23,Refrigerated,23676,8,1060.44,141.33,0,Dedicated,DRV00139,TRK00059,TRL00030,2023-11-23,719,11.6,127.7,5.63,9.8,919.11
53842,CUST00161,RTE00058,2023-11-23,Dry Van,35710,5,1231.64,98.61,50,Spot,DRV00014,TRK00051,TRL00124,2023-11-23,515,9.4,87.6,5.88,6.6,1083.0300000000002
53843,CUST00131,RTE00028,2023-11-23,Refrigerated,22274,26,4542.65,564.72,75,Dedicated,DRV00103,TRK00019,TRL00017,2023-11-23,2335,42.3,378.4,6.17,7.6,3902.9299999999994
53844,CUST00074,RTE00053,2023-11-23,Dry Van,35613,11,1590.3,209.79,50,Spot,DRV00080,TRK00080,TRL00158,2023-11-23,806,15.6,119.9,6.72,6.4,1330.51
53845,CUST00098,RTE00013,2023-11-23,Refrigerated,13172,24,1019.95,141.33,100,Dedicated,DRV00149,TRK00023,TRL00113,2023-11-23,700,12.8,114.0,6.14,8.1,778.62
53846,CUST00057,RTE00036,2023-11-23,Dry Van,22665,8,675.02,86.46,50,Contract,DRV00074,TRK00038,TRL00019,2023-11-23,282,5.1,50.7,5.56,3.9,538.56
53847,CUST00111,RTE00020,2023-11-23,Dry Van,20444,13,3666.9,738.48,0,Dedicated,DRV00082,TRK00090,TRL00127,2023-11-23,2235,34.9,328.7,6.8,3.7,2928.42
53848,CUST00027,RTE00004,2023-11-23,Refrigerated,19548,4,4243.48,383.23,0,Contract,DRV00083,TRK00093,TRL00055,2023-11-23,2021,35.3,332.4,6.08,6.2,3860.2499999999995
53849,CUST00135,RTE00002,2023-11-23,Dry Van,25753,7,1648.58,153.34,100,Dedicated,DRV00127,TRK00013,TRL00077,2023-11-23,746,12.7,100.1,7.45,7.0,1395.24
53850,CUST00159,RTE00002,2023-11-23,Dry Van,42474,28,1475.61,153.34,50,Spot,DRV00045,TRK00112,TRL00044,2023-11-23,708,12.0,128.0,5.53,4.1,1272.27
53851,CUST00035,RTE00004,2023-11-23,Dry Van,39969,17,3185.45,383.23,0,Spot,DRV00108,TRK00120,TRL00106,2023-11-23,2072,38.9,307.9,6.73,6.4,2802.22
53852,CUST00023,RTE00056,2023-11-23,Dry Van,34165,26,4153.69,309.24,50,Contract,DRV00124,TRK00048,TRL00089,2023-11-23,1827,31.0,326.2,5.6,7.1,3794.45
53853,CUST00025,RTE00053,2023-11-23,Refrigerated,21089,15,1891.63,209.79,0,Dedicated,DRV00124,TRK00012,TRL00158,2023-11-23,815,16.1,129.2,6.31,4.2,1681.8400000000001
53854,CUST00192,RTE00028,2023-11-23,Dry Van,15070,12,4424.62,564.72,50,Spot,DRV00133,TRK00085,TRL00058,2023-11-23,2276,37.6,396.5,5.74,11.2,3809.8999999999996
53855,CUST00064,RTE00026,2023-11-23,Refrigerated,44436,18,3382.53,555.52,0,Dedicated,DRV00016,TRK00090,TRL00019,2023-11-23,2037,35.4,358.6,5.68,8.5,2827.01
53856,CUST00146,RTE00022,2023-11-23,Refrigerated,24352,1,928.57,161.53,0,Dedicated,DRV00001,TRK00057,TRL00127,2023-11-23,599,10.6,107.0,5.6,4.3,767.0400000000001
53857,CUST00117,RTE00058,2023-11-23,Dry Van,22784,26,1069.8,98.61,0,Contract,DRV00143,TRK00103,TRL00014,2023-11-23,552,8.7,75.9,7.27,6.8,971.1899999999999
53858,CUST00052,RTE00047,2023-11-23,Dry Van,42435,24,1109.1,76.16,0,Contract,,TRK00025,TRL00012,2023-11-23,508,8.6,84.7,6.0,2.8,1032.9399999999998
53859,CUST00099,RTE00054,2023-11-23,Refrigerated,40764,20,2748.38,295.83,0,Contract,DRV00041,TRK00078,TRL00010,2023-11-23,1583,24.6,244.3,6.48,9.3,2452.55
53860,CUST00077,RTE00026,2023-11-23,Dry Van,33620,27,3063.48,555.52,75,Contract,DRV00044,TRK00106,TRL00021,2023-11-23,2028,34.6,309.1,6.56,9.9,2432.96
53861,CUST00055,RTE00033,2023-11-23,Dry Van,39817,20,408.63,40.08,100,Dedicated,DRV00084,TRK00113,TRL00105,2023-11-23,164,3.2,23.4,7.01,10.3,268.55
53862,CUST00073,RTE00034,2023-11-23,Dry Van,44054,28,4575.27,792.88,0,Dedicated,DRV00074,TRK00058,TRL00161,2023-11-23,2339,42.0,415.5,5.63,9.1,3782.3900000000003
53863,CUST00179,RTE00049,2023-11-23,Dry Van,13294,9,1944.87,144.0,0,Dedicated,,TRK00093,TRL00035,2023-11-23,749,12.3,112.1,6.68,10.8,1800.87
53864,CUST00009,RTE00023,2023-11-23,Refrigerated,11347,1,3339.67,216.92,0,Dedicated,DRV00061,TRK00062,TRL00157,2023-11-23,1321,25.8,225.8,5.85,10.5,3122.75
53865,CUST00194,RTE00021,2023-11-23,Refrigerated,26757,7,4526.48,590.24,75,Dedicated,DRV00088,TRK00039,TRL00118,2023-11-23,2118,32.9,363.3,5.83,6.4,3861.24
53866,CUST00133,RTE00010,2023-11-23,Dry Van,21223,28,126.74,15.64,100,Dedicated,DRV00097,TRK00020,TRL00031,2023-11-23,91,1.6,14.4,6.3,11.7,11.099999999999994
53867,CUST00138,RTE00040,2023-11-23,Refrigerated,27251,19,4563.16,524.7,0,Contract,DRV00124,TRK00052,TRL00112,2023-11-23,1865,34.7,328.9,5.67,7.2,4038.46
53868,CUST00178,RTE00051,2023-11-23,Dry Van,39358,8,3292.04,460.0,50,Contract,DRV00108,TRK00120,TRL00149,2023-11-23,1837,36.5,322.3,5.7,11.5,2782.04
53869,CUST00067,RTE00036,2023-11-23,Refrigerated,34508,15,597.89,86.46,150,Dedicated,DRV00130,TRK00072,TRL00111,2023-11-23,279,4.8,38.3,7.29,3.9,361.43
53870,CUST00114,RTE00011,2023-11-23,Refrigerated,39459,28,923.78,131.28,100,Contract,DRV00075,TRK00030,TRL00061,2023-11-23,538,9.4,92.3,5.83,6.3,692.5
53871,CUST00019,RTE00019,2023-11-23,Dry Van,33194,19,3399.82,406.72,0,Spot,DRV00117,TRK00063,TRL00101,2023-11-23,1313,22.2,184.9,7.1,10.7,2993.1000000000004
53872,CUST00125,RTE00045,2023-11-23,Dry Van,36111,24,1347.98,137.31,200,Spot,DRV00111,TRK00054,TRL00081,2023-11-23,597,9.2,104.0,5.74,8.7,1010.6700000000001
53873,CUST00096,RTE00058,2023-11-23,Dry Van,18185,26,1124.87,98.61,100,Dedicated,DRV00101,TRK00065,TRL00180,2023-11-23,523,9.3,81.1,6.45,4.5,926.2599999999999
53874,CUST00189,RTE00008,2023-11-23,Refrigerated,24016,19,2080.11,114.3,150,Spot,DRV00087,TRK00101,TRL00015,2023-11-23,756,12.7,132.6,5.7,8.3,1815.8100000000002
53875,CUST00187,RTE00004,2023-11-23,Dry Van,43596,21,3560.47,383.23,0,Contract,DRV00053,TRK00012,TRL00126,2023-11-23,2147,41.4,301.5,7.12,2.9,3177.24
53876,CUST00033,RTE00015,2023-11-23,Refrigerated,37392,20,272.98,13.8,0,Dedicated,DRV00002,TRK00014,TRL00004,2023-11-23,90,1.6,16.2,5.55,10.5,259.18
53877,CUST00042,RTE00006,2023-11-23,Dry Van,27213,10,1398.89,189.0,0,Dedicated,DRV00041,TRK00073,TRL00140,2023-11-23,697,12.4,111.3,6.26,3.9,1209.89
53878,CUST00112,RTE00030,2023-11-23,Dry Van,11965,27,4940.94,708.51,0,Dedicated,DRV00099,,TRL00115,2023-11-23,2190,36.5,349.8,6.26,10.3,4232.429999999999
53879,CUST00106,RTE00009,2023-11-23,Dry Van,21800,1,1964.85,149.26,200,Dedicated,DRV00034,TRK00116,TRL00179,2023-11-23,914,16.4,128.2,7.13,4.4,1615.59
53880,CUST00143,RTE00047,2023-11-23,Dry Van,31792,7,939.27,76.16,50,Dedicated,DRV00010,TRK00035,TRL00074,2023-11-23,489,9.8,82.3,5.94,7.2,813.11
53881,CUST00001,RTE00026,2023-11-23,Refrigerated,25021,17,3491.65,555.52,0,Spot,DRV00001,TRK00051,TRL00133,2023-11-23,2084,38.7,321.1,6.49,7.1,2936.13
53882,CUST00200,RTE00045,2023-11-23,Refrigerated,19231,5,1219.53,137.31,50,Spot,DRV00044,TRK00101,TRL00091,2023-11-23,586,9.7,79.3,7.39,3.1,1032.22
53883,CUST00077,RTE00011,2023-11-23,Dry Van,21905,25,863.44,131.28,150,Spot,DRV00005,TRK00055,TRL00047,2023-11-23,578,9.5,105.1,5.5,3.2,582.1600000000001
53884,CUST00043,RTE00022,2023-11-23,Dry Van,27839,13,994.43,161.53,200,Dedicated,DRV00005,TRK00044,TRL00014,2023-11-23,552,10.1,85.4,6.46,5.5,632.9
53885,CUST00076,RTE00048,2023-11-23,Refrigerated,40903,27,7200.91,792.88,0,Dedicated,DRV00016,TRK00093,TRL00053,2023-11-23,2467,40.9,439.0,5.62,5.5,6408.03
53886,CUST00066,RTE00039,2023-11-23,Refrigerated,15092,7,2391.14,344.52,150,Dedicated,DRV00033,TRK00048,TRL00085,2023-11-23,1120,18.8,194.8,5.75,5.8,1896.62
53887,CUST00006,RTE00031,2023-11-23,Dry Van,30421,23,1229.13,185.6,150,Spot,DRV00006,TRK00008,TRL00091,2023-11-23,634,12.0,93.2,6.8,2.1,893.5300000000001
53888,CUST00105,RTE00015,2023-11-23,Refrigerated,20880,19,291.46,13.8,75,Dedicated,DRV00083,TRK00071,TRL00179,2023-11-23,92,1.4,15.1,6.11,5.0,202.65999999999997
53889,CUST00197,RTE00011,2023-11-23,Dry Van,42244,18,966.17,131.28,50,Contract,DRV00033,TRK00024,TRL00131,2023-11-23,577,9.5,82.2,7.02,12.0,784.89
53890,CUST00133,RTE00039,2023-11-23,Refrigerated,40441,2,2382.31,344.52,200,Dedicated,DRV00059,TRK00078,TRL00103,2023-11-23,1061,18.4,152.7,6.95,9.2,1837.79
53891,CUST00031,RTE00032,2023-11-24,Dry Van,12198,13,4965.38,451.8,0,Spot,DRV00002,TRK00098,TRL00079,2023-11-24,2408,39.7,371.0,6.49,5.0,4513.58
53892,CUST00007,RTE00012,2023-11-24,Refrigerated,40818,9,7056.01,453.91,100,Spot,DRV00146,TRK00057,TRL00088,2023-11-24,2357,40.9,382.0,6.17,9.9,6502.1
53893,CUST00144,RTE00020,2023-11-24,Refrigerated,26000,9,4126.24,738.48,0,Dedicated,DRV00082,TRK00068,,2023-11-24,2271,37.7,393.6,5.77,6.5,3387.7599999999998
53894,CUST00188,RTE00027,2023-11-24,Dry Van,40007,11,2523.15,419.43,75,Contract,DRV00014,TRK00061,TRL00168,2023-11-24,1339,24.7,184.4,7.26,8.9,2028.72
53895,CUST00101,RTE00057,2023-11-24,Refrigerated,41787,23,1988.11,276.3,150,Dedicated,DRV00041,TRK00018,TRL00176,2023-11-24,935,16.0,146.3,6.39,8.4,1561.81
53896,CUST00130,RTE00048,2023-11-24,Dry Van,15558,6,6721.0,792.88,100,Contract,DRV00051,,TRL00135,2023-11-24,2308,38.0,409.9,5.63,4.2,5828.12
53897,CUST00068,RTE00054,2023-11-24,Dry Van,35384,24,3469.65,295.83,150,Spot,DRV00120,TRK00059,TRL00065,2023-11-24,1549,26.2,240.2,6.45,3.2,3023.82
53898,CUST00155,RTE00041,2023-11-24,Dry Van,21340,24,2891.1,255.36,200,Dedicated,DRV00147,TRK00026,TRL00081,2023-11-24,1217,21.1,182.5,6.67,8.4,2435.74
53899,CUST00170,RTE00026,2023-11-24,Refrigerated,37254,14,3595.94,555.52,0,Dedicated,DRV00084,TRK00071,TRL00020,2023-11-24,1993,31.0,284.7,7.0,3.3,3040.42
53900,CUST00068,RTE00047,2023-11-24,Refrigerated,24066,16,954.94,76.16,200,Contract,DRV00145,TRK00004,TRL00173,2023-11-24,503,8.3,90.6,5.55,3.6,678.7800000000001
53901,CUST00125,RTE00043,2023-11-24,Dry Van,44554,2,2143.66,249.44,0,Dedicated,DRV00100,TRK00045,TRL00133,2023-11-24,1665,28.0,283.2,5.88,3.4,1894.2199999999998
53902,CUST00134,RTE00054,2023-11-24,Dry Van,26860,4,3337.8,295.83,0,Dedicated,DRV00110,TRK00060,TRL00014,2023-11-24,1671,27.2,257.9,6.48,2.3,3041.9700000000003
53903,CUST00152,RTE00057,2023-11-24,Dry Van,24331,7,2176.97,276.3,100,Dedicated,DRV00144,TRK00019,TRL00171,2023-11-24,950,18.0,145.0,6.55,11.0,1800.6699999999998
53904,CUST00162,RTE00025,2023-11-24,Refrigerated,24550,16,4901.61,565.38,150,Contract,DRV00139,TRK00114,TRL00168,2023-11-24,3265,53.4,589.4,5.54,12.0,4186.23
53905,CUST00052,RTE00048,2023-11-24,Refrigerated,19018,4,6326.58,792.88,0,Dedicated,DRV00085,TRK00018,TRL00101,2023-11-24,2341,41.2,312.1,7.5,6.9,5533.7
53906,CUST00034,RTE00016,2023-11-24,Refrigerated,38058,16,7176.87,463.93,0,Dedicated,DRV00108,TRK00092,TRL00075,2023-11-24,2852,56.7,518.5,5.5,8.9,6712.94
53907,CUST00027,RTE00046,2023-11-24,Dry Van,28423,20,6250.71,499.18,200,Dedicated,DRV00081,TRK00101,TRL00130,2023-11-24,2257,39.1,368.2,6.13,7.9,5551.53
53908,CUST00104,RTE00031,2023-11-24,Dry Van,26709,14,1544.32,185.6,200,Spot,DRV00083,TRK00086,TRL00138,2023-11-24,670,11.4,111.1,6.03,2.9,1158.72
53909,CUST00121,RTE00019,2023-11-24,Dry Van,13693,9,3393.61,406.72,0,Contract,DRV00144,TRK00029,TRL00079,2023-11-24,1363,25.8,201.6,6.76,11.1,2986.8900000000003
53910,CUST00080,RTE00054,2023-11-24,Refrigerated,17239,26,3290.43,295.83,0,Contract,DRV00045,TRK00053,TRL00171,2023-11-24,1566,30.4,236.9,6.61,5.3,2994.6
53911,CUST00090,RTE00031,2023-11-24,Dry Van,17336,6,1592.93,185.6,150,Contract,DRV00051,TRK00024,TRL00074,2023-11-24,653,12.0,113.0,5.78,4.6,1257.3300000000002
53912,CUST00125,RTE00026,2023-11-24,Refrigerated,11263,27,3092.16,555.52,0,Dedicated,DRV00057,TRK00009,TRL00120,2023-11-24,2025,36.0,305.0,6.64,6.1,2536.64
53913,CUST00027,RTE00026,2023-11-24,Refrigerated,24079,15,3702.94,555.52,200,Dedicated,DRV00012,TRK00023,TRL00059,2023-11-24,1981,36.6,307.6,6.44,2.2,2947.42
53914,CUST00096,RTE00032,2023-11-24,Refrigerated,22710,22,4950.83,451.8,0,Spot,DRV00010,TRK00062,TRL00150,2023-11-24,2318,35.9,319.7,7.25,7.6,4499.03
53915,CUST00169,RTE00050,2023-11-24,Refrigerated,27449,2,1566.78,170.88,75,Contract,DRV00112,TRK00001,TRL00168,2023-11-24,724,13.5,117.0,6.19,5.2,1320.9
53916,CUST00057,RTE00005,2023-11-24,Dry Van,40434,20,3722.85,454.74,75,Dedicated,DRV00071,TRK00063,TRL00094,2023-11-24,1723,29.1,266.7,6.46,2.6,3193.1099999999997
53917,CUST00066,RTE00056,2023-11-24,Dry Van,24258,18,4298.09,309.24,0,Dedicated,DRV00133,TRK00007,TRL00172,2023-11-24,1692,33.6,250.7,6.75,9.9,3988.8500000000004
53918,CUST00178,RTE00035,2023-11-24,Dry Van,43517,1,1820.89,344.12,200,Contract,DRV00018,TRK00015,TRL00133,2023-11-24,1230,20.1,199.4,6.17,10.6,1276.77
53919,CUST00112,RTE00043,2023-11-24,Refrigerated,33089,23,2114.0,249.44,200,Spot,DRV00142,TRK00051,TRL00060,2023-11-24,1619,27.3,220.6,7.34,10.1,1664.56
53920,CUST00091,RTE00009,2023-11-24,Dry Van,44329,16,1908.52,149.26,100,Spot,DRV00125,TRK00110,TRL00026,2023-11-24,936,18.2,151.2,6.19,2.5,1659.26
53921,CUST00132,RTE00013,2023-11-24,Dry Van,34446,28,1198.67,141.33,0,Dedicated,DRV00123,TRK00089,TRL00071,2023-11-24,684,11.7,114.0,6.0,4.6,1057.3400000000001
53922,CUST00150,RTE00046,2023-11-24,Dry Van,28515,27,5739.87,499.18,0,Spot,DRV00009,TRK00083,TRL00090,2023-11-24,2384,39.0,342.5,6.96,7.2,5240.69
53923,CUST00052,RTE00056,2023-11-24,Dry Van,31692,26,4327.6,309.24,100,Spot,DRV00034,TRK00008,TRL00078,2023-11-24,1693,32.6,226.9,7.46,9.9,3918.3600000000006
53924,CUST00102,RTE00014,2023-11-24,Refrigerated,39267,27,2651.86,228.76,100,Dedicated,DRV00006,TRK00089,TRL00134,2023-11-24,1197,20.6,195.0,6.14,10.7,2323.1000000000004
53925,CUST00196,RTE00027,2023-11-24,Refrigerated,26389,3,2789.37,419.43,50,Contract,DRV00150,TRK00007,,2023-11-24,1332,24.0,219.4,6.07,4.8,2319.94
53926,CUST00195,RTE00027,2023-11-24,Dry Van,20812,27,2283.02,419.43,0,Dedicated,DRV00028,TRK00054,TRL00090,2023-11-24,1323,21.0,203.9,6.49,3.1,1863.59
53927,CUST00074,RTE00005,2023-11-24,Refrigerated,20745,13,4019.37,454.74,0,Dedicated,DRV00015,TRK00058,TRL00167,2023-11-24,1829,32.7,275.9,6.63,6.2,3564.63
53928,CUST00107,RTE00019,2023-11-24,Dry Van,31921,14,3103.06,406.72,0,Dedicated,,TRK00013,TRL00011,2023-11-24,1325,26.0,201.1,6.59,6.1,2696.34
53929,CUST00042,RTE00039,2023-11-24,Refrigerated,38447,19,2344.06,344.52,0,Dedicated,DRV00130,TRK00108,TRL00081,2023-11-24,1077,19.7,190.3,5.66,8.3,1999.54
53930,CUST00068,RTE00036,2023-11-24,Refrigerated,34414,24,711.6,86.46,150,Dedicated,DRV00054,TRK00073,TRL00160,2023-11-24,262,5.0,35.0,7.49,5.3,475.14000000000004
53931,CUST00033,RTE00036,2023-11-24,Refrigerated,34451,17,675.19,86.46,0,Dedicated,DRV00044,TRK00004,TRL00078,2023-11-24,280,4.6,39.9,7.02,6.1,588.73
53932,CUST00027,RTE00039,2023-11-24,Refrigerated,30585,28,2445.14,344.52,150,Dedicated,DRV00150,TRK00101,TRL00080,2023-11-24,1112,18.5,197.9,5.62,4.3,1950.62
53933,CUST00006,RTE00047,2023-11-24,Refrigerated,17522,18,1098.18,76.16,50,Dedicated,DRV00120,,TRL00082,2023-11-24,480,8.2,73.7,6.51,9.4,972.0200000000001
53934,CUST00003,RTE00011,2023-11-24,Dry Van,26833,15,802.01,131.28,0,Dedicated,DRV00078,TRK00048,TRL00019,2023-11-24,545,8.8,77.2,7.06,2.4,670.73
53935,CUST00052,RTE00014,2023-11-24,Refrigerated,32204,16,2808.77,228.76,100,Dedicated,DRV00064,TRK00062,TRL00155,2023-11-24,1180,23.2,170.3,6.93,9.5,2480.01
53936,CUST00033,RTE00047,2023-11-24,Dry Van,15006,5,988.49,76.16,100,Dedicated,DRV00129,TRK00069,TRL00134,2023-11-24,506,10.0,71.5,7.08,6.3,812.33
53937,CUST00106,RTE00013,2023-11-24,Refrigerated,10921,28,1226.3,141.33,0,Dedicated,DRV00059,TRK00065,TRL00179,2023-11-24,698,11.9,109.2,6.39,5.8,1084.97
53938,CUST00102,RTE00034,2023-11-24,Refrigerated,40235,7,4945.38,792.88,0,Contract,DRV00123,TRK00049,TRL00098,2023-11-24,2304,41.9,362.3,6.36,3.2,4152.5
53939,CUST00160,RTE00026,2023-11-24,Refrigerated,16374,23,3305.25,555.52,0,Dedicated,DRV00143,TRK00016,TRL00156,2023-11-24,2129,35.1,326.5,6.52,6.1,2749.73
53940,CUST00038,RTE00019,2023-11-24,Refrigerated,34835,23,2646.06,406.72,100,Contract,DRV00033,,TRL00013,2023-11-24,1322,22.2,182.1,7.26,6.4,2139.34
53941,CUST00169,RTE00027,2023-11-24,Dry Van,23175,11,2295.82,419.43,150,Spot,DRV00128,TRK00086,TRL00103,2023-11-24,1354,22.4,194.5,6.96,2.7,1726.39
53942,CUST00057,RTE00034,2023-11-24,Refrigerated,43000,19,4892.04,792.88,50,Contract,DRV00110,TRK00004,TRL00155,2023-11-24,2430,42.3,325.3,7.47,5.3,4049.16
53943,CUST00170,RTE00047,2023-11-24,Refrigerated,28774,12,1032.93,76.16,50,Contract,DRV00112,TRK00050,TRL00177,2023-11-24,506,8.5,81.5,6.21,8.4,906.7700000000001
53944,CUST00147,RTE00023,2023-11-24,Dry Van,15074,26,2931.16,216.92,75,Dedicated,DRV00119,TRK00103,TRL00161,2023-11-24,1318,22.0,235.4,5.6,8.1,2639.24
53945,CUST00106,RTE00010,2023-11-24,Refrigerated,43298,16,138.66,15.64,50,Dedicated,DRV00087,TRK00039,TRL00002,2023-11-24,96,1.7,15.9,6.03,7.1,73.02
53946,CUST00098,RTE00002,2023-11-24,Refrigerated,19807,3,1660.86,153.34,0,Dedicated,DRV00074,TRK00006,TRL00084,2023-11-24,747,11.7,107.6,6.94,10.5,1507.52
53947,CUST00079,RTE00011,2023-11-24,Dry Van,19817,27,884.56,131.28,100,Spot,DRV00127,TRK00114,TRL00052,2023-11-24,559,9.0,97.7,5.72,2.4,653.28
53948,CUST00019,RTE00010,2023-11-24,Dry Van,37178,6,130.56,15.64,150,Dedicated,DRV00015,TRK00002,TRL00091,2023-11-24,96,1.5,15.2,6.3,3.1,-35.08
53949,CUST00169,RTE00018,2023-11-24,Refrigerated,16478,7,1418.99,187.6,0,Dedicated,DRV00127,TRK00016,TRL00102,2023-11-24,688,10.6,103.1,6.67,8.2,1231.39
53950,CUST00113,RTE00049,2023-11-24,Dry Van,20777,2,1901.04,144.0,0,Dedicated,DRV00145,TRK00070,TRL00171,2023-11-24,726,11.7,116.0,6.26,8.8,1757.04
53951,CUST00182,RTE00014,2023-11-24,Dry Van,17509,2,2215.87,228.76,0,Contract,DRV00030,TRK00009,TRL00077,2023-11-24,1187,20.6,193.6,6.13,11.5,1987.11
53952,CUST00142,RTE00016,2023-11-24,Refrigerated,24766,2,7588.09,463.93,200,Spot,DRV00062,TRK00023,TRL00122,2023-11-24,2943,50.3,511.8,5.75,8.9,6924.16
53953,CUST00098,RTE00040,2023-11-24,Dry Van,33775,27,4375.6,524.7,0,Dedicated,DRV00091,TRK00059,TRL00108,2023-11-24,1868,35.6,278.8,6.7,9.6,3850.9000000000005
53954,CUST00126,RTE00028,2023-11-24,Dry Van,37115,13,4691.38,564.72,150,Dedicated,DRV00074,TRK00050,TRL00172,2023-11-24,2217,43.7,355.3,6.24,6.8,3976.66
53955,CUST00100,RTE00040,2023-11-24,Refrigerated,15886,10,3961.58,524.7,0,Contract,DRV00071,TRK00051,TRL00015,2023-11-24,1829,32.0,275.0,6.65,5.3,3436.88
53956,CUST00054,RTE00007,2023-11-24,Dry Van,38628,7,3607.26,504.32,200,Contract,DRV00053,TRK00044,TRL00129,2023-11-24,1686,28.4,263.4,6.4,6.6,2902.94
53957,CUST00111,RTE00042,2023-11-24,Refrigerated,34408,18,6757.09,472.14,50,Spot,DRV00149,TRK00025,TRL00109,2023-11-24,2817,44.3,423.0,6.66,6.9,6234.95
53958,CUST00181,RTE00026,2023-11-24,Refrigerated,11888,21,3873.62,555.52,0,Spot,DRV00044,TRK00113,TRL00155,2023-11-24,2059,36.5,286.8,7.18,8.8,3318.1
53959,CUST00187,RTE00009,2023-11-24,Refrigerated,11135,12,1575.03,149.26,150,Spot,DRV00090,TRK00091,TRL00126,2023-11-24,870,15.7,141.7,6.14,11.1,1275.77
53960,CUST00025,RTE00014,2023-11-24,Refrigerated,40122,11,2633.34,228.76,150,Dedicated,DRV00108,TRK00079,TRL00121,2023-11-24,1262,23.3,198.4,6.36,3.1,2254.58
53961,CUST00165,RTE00003,2023-11-24,Dry Van,27842,18,5003.77,580.87,0,Dedicated,DRV00018,TRK00001,TRL00086,2023-11-24,1966,36.0,294.3,6.68,3.5,4422.900000000001
53962,CUST00143,RTE00029,2023-11-24,Dry Van,31620,27,7237.63,891.82,150,Contract,DRV00094,TRK00069,TRL00034,2023-11-24,2793,53.0,390.6,7.15,6.5,6195.81
53963,CUST00083,RTE00028,2023-11-24,Dry Van,42736,20,4322.71,564.72,0,Spot,DRV00142,TRK00011,TRL00002,2023-11-24,2267,36.2,386.2,5.87,9.2,3757.99
53964,CUST00034,RTE00054,2023-11-24,Dry Van,35171,6,3371.37,295.83,100,Dedicated,DRV00006,TRK00049,TRL00133,2023-11-24,1582,25.6,265.9,5.95,5.8,2975.54
53965,CUST00162,RTE00001,2023-11-24,Dry Van,37456,14,1146.65,128.63,100,Contract,DRV00050,TRK00076,TRL00019,2023-11-24,713,11.9,113.7,6.27,2.9,918.0200000000001
53966,CUST00166,RTE00028,2023-11-25,Refrigerated,16164,26,3936.2,564.72,0,Contract,DRV00114,TRK00099,TRL00078,2023-11-25,2195,34.0,320.9,6.84,10.6,3371.4799999999996
53967,CUST00101,RTE00009,2023-11-25,Dry Van,38328,12,1612.84,149.26,75,Contract,DRV00070,TRK00030,TRL00173,2023-11-25,915,15.1,138.4,6.61,9.8,1388.58
53968,CUST00115,RTE00025,2023-11-25,Dry Van,36594,12,5911.79,565.38,100,Dedicated,DRV00078,TRK00040,TRL00110,2023-11-25,3168,53.5,520.2,6.09,9.4,5246.41
53969,CUST00008,RTE00032,2023-11-25,Dry Van,34147,12,4876.75,451.8,100,Spot,DRV00149,TRK00079,TRL00076,2023-11-25,2370,46.1,330.5,7.17,4.7,4324.95
53970,CUST00192,RTE00001,2023-11-25,Refrigerated,11367,22,1173.81,128.63,75,Contract,DRV00130,TRK00007,TRL00035,2023-11-25,683,13.1,109.1,6.26,9.3,970.18
53971,CUST00126,RTE00043,2023-11-25,Refrigerated,16079,6,2381.33,249.44,150,Dedicated,DRV00089,TRK00025,TRL00006,2023-11-25,1665,27.6,248.5,6.7,10.8,1981.8899999999999
53972,CUST00065,RTE00042,2023-11-25,Refrigerated,12095,15,5815.02,472.14,100,Spot,DRV00045,TRK00004,TRL00039,2023-11-25,2584,43.7,441.0,5.86,10.2,5242.88
53973,CUST00032,RTE00034,2023-11-25,Refrigerated,36775,26,5003.1,792.88,75,Spot,DRV00032,TRK00086,TRL00024,2023-11-25,2440,39.4,345.6,7.06,2.9,4135.22
53974,CUST00135,RTE00053,2023-11-25,Refrigerated,35888,28,2013.1,209.79,0,Spot,DRV00016,TRK00001,TRL00126,2023-11-25,814,15.7,140.6,5.79,6.8,1803.31
53975,CUST00005,RTE00048,2023-11-25,Refrigerated,37502,22,6617.27,792.88,200,Dedicated,DRV00113,TRK00067,TRL00009,2023-11-25,2397,40.6,353.5,6.78,9.1,5624.39
53976,CUST00176,RTE00005,2023-11-25,Dry Van,33632,13,3595.99,454.74,50,Dedicated,DRV00125,TRK00105,TRL00085,2023-11-25,1750,29.4,261.2,6.7,10.8,3091.25
53977,CUST00153,RTE00040,2023-11-25,Dry Van,42509,13,3763.1,524.7,75,Spot,DRV00066,TRK00069,TRL00005,2023-11-25,1883,31.0,331.5,5.68,7.2,3163.3999999999996
53978,CUST00102,RTE00020,2023-11-25,Dry Van,18050,7,3818.11,738.48,100,Spot,DRV00113,TRK00107,TRL00063,2023-11-25,2306,41.3,358.1,6.44,10.0,2979.63
53979,CUST00004,RTE00040,2023-11-25,Refrigerated,17701,23,3968.08,524.7,150,Dedicated,DRV00011,TRK00093,TRL00037,2023-11-25,1751,31.2,275.3,6.36,2.9,3293.38
